Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,price_to_hp_ratio,mpg_ratio,anomaly_score,anomaly,anomaly_type
Lexus,NX 300h,2015,regular unleaded,194.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,31,35,454,39720,204.7422680412371,0.8857142857142857,0.028474875752526607,0,Normal
Lexus,NX 300h,2015,regular unleaded,194.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,30,33,454,41310,212.93814432989691,0.9090909090909091,0.026337271746458724,0,Normal
Lexus,NX 300h,2016,regular unleaded,194.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,30,33,454,41310,212.93814432989691,0.9090909090909091,0.026337271746458724,0,Normal
Lexus,NX 300h,2016,regular unleaded,194.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,31,35,454,39720,204.7422680412371,0.8857142857142857,0.028474875752526607,0,Normal
Lexus,NX 300h,2017,regular unleaded,194.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,30,33,454,39720,204.7422680412371,0.9090909090909091,0.03479956999396516,0,Normal
Nissan,NX,1991,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,28,21,2009,2000,14.285714285714286,1.3333333333333333,0.11536367290899813,0,Normal
Nissan,NX,1991,regular unleaded,110.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,35,24,2009,2000,18.181818181818183,1.4583333333333333,0.08542551453924563,0,Normal
Nissan,NX,1992,regular unleaded,110.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,35,24,2009,2000,18.181818181818183,1.4583333333333333,0.08542551453924563,0,Normal
Nissan,NX,1992,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,28,20,2009,2000,14.285714285714286,1.4,0.11388786275740909,0,Normal
Nissan,NX,1993,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,28,20,2009,2000,14.285714285714286,1.4,0.11388786275740909,0,Normal
Nissan,NX,1993,regular unleaded,110.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,34,24,2009,2000,18.181818181818183,1.4166666666666667,0.0943294944804009,0,Normal
Honda,Odyssey,2015,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,28,19,2202,37775,152.31854838709677,1.4736842105263157,0.1813136391699125,0,Normal
Honda,Odyssey,2015,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,28,19,2202,35775,144.2540322580645,1.4736842105263157,0.18122965911777145,0,Normal
Honda,Odyssey,2015,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,28,19,2202,28975,116.83467741935483,1.4736842105263157,0.18065074189235775,0,Normal
Honda,Odyssey,2015,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,28,19,2202,37375,150.70564516129033,1.4736842105263157,0.1813136391699125,0,Normal
Honda,Odyssey,2015,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,28,19,2202,42030,169.4758064516129,1.4736842105263157,0.17577178148557493,0,Normal
Honda,Odyssey,2015,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,28,19,2202,44600,179.83870967741936,1.4736842105263157,0.1729967759591201,0,Normal
Honda,Odyssey,2015,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,28,19,2202,32275,130.14112903225808,1.4736842105263157,0.18224514746734588,0,Normal
Honda,Odyssey,2016,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,28,19,2202,37650,151.81451612903226,1.4736842105263157,0.1813136391699125,0,Normal
Honda,Odyssey,2016,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,28,19,2202,32550,131.25,1.4736842105263157,0.1819666868921916,0,Normal
Honda,Odyssey,2016,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,28,19,2202,36050,145.36290322580646,1.4736842105263157,0.18138614913559603,0,Normal
Honda,Odyssey,2016,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,28,19,2202,42305,170.58467741935485,1.4736842105263157,0.17577178148557493,0,Normal
Honda,Odyssey,2016,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,28,19,2202,44875,180.94758064516128,1.4736842105263157,0.1729967759591201,0,Normal
Honda,Odyssey,2016,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,28,19,2202,29400,118.54838709677419,1.4736842105263157,0.18124834787636934,0,Normal
Honda,Odyssey,2016,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,28,19,2202,38050,153.42741935483872,1.4736842105263157,0.1811292516326642,0,Normal
Honda,Odyssey,2016,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,28,19,2202,33500,135.08064516129033,1.4736842105263157,0.182131320133479,0,Normal
Dodge,Omni,1990,regular unleaded,93.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,31,22,1851,2000,21.50537634408602,1.4090909090909092,0.09881985631136264,0,Normal
Kia,Optima Hybrid,2015,regular unleaded,199.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,39,35,1720,32150,161.55778894472363,1.1142857142857143,0.08110576191424351,0,Normal
Kia,Optima Hybrid,2015,regular unleaded,199.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,40,36,1720,25990,130.60301507537687,1.1111111111111112,0.07059386391417011,0,Normal
Kia,Optima Hybrid,2016,regular unleaded,199.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,39,35,1720,32195,161.78391959798995,1.1142857142857143,0.08110576191424351,0,Normal
Kia,Optima Hybrid,2016,regular unleaded,199.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,40,36,1720,25995,130.6281407035176,1.1111111111111112,0.07059386391417011,0,Normal
Kia,Optima Hybrid,2017,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,46,39,1720,25995,135.390625,1.1794871794871795,0.049673978847496025,0,Normal
Kia,Optima Hybrid,2017,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,46,39,1720,30990,161.40625,1.1794871794871795,0.04476167935381159,0,Normal
Kia,Optima,2014,regular unleaded,199.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,40,36,1720,25995,130.6281407035176,1.1111111111111112,0.07059386391417011,0,Normal
Kia,Optima,2014,regular unleaded,274.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,31,20,1720,27500,100.36496350364963,1.55,0.14182979987461336,0,Normal
Kia,Optima,2014,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,34,23,1720,25500,132.8125,1.4782608695652173,0.16835285288583196,0,Normal
Kia,Optima,2014,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,34,23,1720,21500,111.97916666666667,1.4782608695652173,0.16304793620036373,0,Normal
Kia,Optima,2014,regular unleaded,199.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,39,35,1720,31995,160.7788944723618,1.1142857142857143,0.08142064245890196,0,Normal
Kia,Optima,2014,regular unleaded,274.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,31,20,1720,35300,128.83211678832117,1.55,0.14931665969670072,0,Normal
Kia,Optima,2014,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,34,23,1720,23950,124.73958333333333,1.4782608695652173,0.16678694060386984,0,Normal
Kia,Optima,2015,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,34,23,1720,25790,134.32291666666666,1.4782608695652173,0.16835285288583196,0,Normal
Kia,Optima,2015,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,34,23,1720,21840,113.75,1.4782608695652173,0.16304793620036373,0,Normal
Kia,Optima,2015,regular unleaded,274.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,31,20,1720,27700,101.0948905109489,1.55,0.14182979987461336,0,Normal
Kia,Optima,2015,regular unleaded,274.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,31,20,1720,35500,129.56204379562044,1.55,0.1497885653493598,0,Normal
Kia,Optima,2015,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,34,23,1720,24340,126.77083333333333,1.4782608695652173,0.16700529380845147,0,Normal
Kia,Optima,2016,regular unleaded,245.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,32,22,1720,29940,122.20408163265306,1.4545454545454546,0.17448420406247367,0,Normal
Kia,Optima,2016,regular unleaded,178.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,,Midsize,Sedan,39,28,1720,24140,135.61797752808988,1.3928571428571428,0.1383260744249301,0,Normal
Kia,Optima,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,35,24,1720,25140,135.8918918918919,1.4583333333333333,0.1636154961151134,0,Normal
Kia,Optima,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,35,24,1720,22140,119.67567567567568,1.4583333333333333,0.16141217164524896,0,Normal
Kia,Optima,2016,regular unleaded,245.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,32,22,1720,36040,147.10204081632654,1.4545454545454546,0.1719698156479395,0,Normal
Subaru,Outback,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,33,25,640,30295,173.11428571428573,1.32,0.17309178413919846,0,Normal
Subaru,Outback,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,33,25,640,24895,142.25714285714287,1.32,0.1846179452651051,0,Normal
Subaru,Outback,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,33,25,640,25195,143.97142857142856,1.32,0.18406857032761814,0,Normal
Subaru,Outback,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,33,25,640,29995,171.4,1.32,0.17481876779297595,0,Normal
Subaru,Outback,2015,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27,20,640,32995,128.88671875,1.35,0.1905883109261236,0,Normal
Subaru,Outback,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,33,25,640,26995,154.25714285714287,1.32,0.18237344742941747,0,Normal
Subaru,Outback,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,33,25,640,27295,155.97142857142856,1.32,0.18149045704782368,0,Normal
Subaru,Outback,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,33,25,640,30695,175.4,1.32,0.16987294937226488,0,Normal
Subaru,Outback,2016,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27,20,640,33395,130.44921875,1.35,0.19112380981117294,0,Normal
Subaru,Outback,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,33,25,640,25295,144.54285714285714,1.32,0.18406857032761814,0,Normal
Subaru,Outback,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,33,25,640,27695,158.25714285714287,1.32,0.1809902643934969,0,Normal
Subaru,Outback,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,33,25,640,27395,156.54285714285714,1.32,0.1809902643934969,0,Normal
Subaru,Outback,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,33,25,640,24995,142.82857142857142,1.32,0.1844465541480489,0,Normal
Subaru,Outback,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,33,25,640,30395,173.68571428571428,1.32,0.17309178413919846,0,Normal
Subaru,Outback,2017,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,25,640,35995,205.68571428571428,1.28,0.1435522889949596,0,Normal
Subaru,Outback,2017,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,25,640,25645,146.54285714285714,1.28,0.17695403165986467,0,Normal
Subaru,Outback,2017,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27,20,640,34995,136.69921875,1.35,0.19188187358396802,0,Normal
Subaru,Outback,2017,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,25,640,27695,158.25714285714287,1.28,0.17447871669187404,0,Normal
Subaru,Outback,2017,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27,20,640,38195,149.19921875,1.35,0.1909728835721668,0,Normal
Subaru,Outback,2017,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,25,640,32390,185.0857142857143,1.28,0.15943215781141884,0,Normal
Mitsubishi,Outlander Sport,2015,regular unleaded,148.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,30,24,436,22195,149.96621621621622,1.25,0.16479600386964205,0,Normal
Mitsubishi,Outlander Sport,2015,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,23,436,21295,126.75595238095238,1.2173913043478262,0.16515777941606907,0,Normal
Mitsubishi,Outlander Sport,2015,regular unleaded,168.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,26,23,436,22695,135.08928571428572,1.1304347826086956,0.14582767632921945,0,Normal
Mitsubishi,Outlander Sport,2015,regular unleaded,168.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,26,23,436,24995,148.7797619047619,1.1304347826086956,0.14498071106126065,0,Normal
Mitsubishi,Outlander Sport,2015,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,32,25,436,22795,154.02027027027026,1.28,0.16996329228127682,0,Normal
Mitsubishi,Outlander Sport,2015,regular unleaded,148.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,30,24,436,24195,163.47972972972974,1.25,0.16272249327657373,0,Normal
Mitsubishi,Outlander Sport,2015,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Compact,4dr SUV,30,24,436,19595,132.39864864864865,1.25,0.16236866729150007,0,Normal
Mitsubishi,Outlander Sport,2015,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,32,25,436,20795,140.50675675675674,1.28,0.17157724459882784,0,Normal
Mitsubishi,Outlander Sport,2015,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,23,436,23595,140.44642857142858,1.2173913043478262,0.16658079706464507,0,Normal
Mitsubishi,Outlander Sport,2016,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,23,436,23995,142.82738095238096,1.2173913043478262,0.16582003416714447,0,Normal
Mitsubishi,Outlander Sport,2016,regular unleaded,148.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,29,23,436,22195,149.96621621621622,1.2608695652173914,0.17456687024698342,0,Normal
Mitsubishi,Outlander Sport,2016,regular unleaded,168.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,27,22,436,22695,135.08928571428572,1.2272727272727273,0.1705610689701546,0,Normal
Mitsubishi,Outlander Sport,2016,regular unleaded,168.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,27,22,436,25395,151.16071428571428,1.2272727272727273,0.16896947691458902,0,Normal
Mitsubishi,Outlander Sport,2016,regular unleaded,168.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,27,22,436,23895,142.23214285714286,1.2272727272727273,0.17002952446267877,0,Normal
Mitsubishi,Outlander Sport,2016,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,23,436,22495,133.89880952380952,1.2173913043478262,0.1660735662434732,0,Normal
Mitsubishi,Outlander Sport,2016,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,23,436,21295,126.75595238095238,1.2173913043478262,0.16515777941606907,0,Normal
Mitsubishi,Outlander Sport,2016,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,31,24,436,20795,140.50675675675674,1.2916666666666667,0.1783361317743587,0,Normal
Mitsubishi,Outlander Sport,2016,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Compact,4dr SUV,29,23,436,19595,132.39864864864865,1.2608695652173914,0.1714654017190615,0,Normal
Mitsubishi,Outlander Sport,2016,regular unleaded,168.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,27,22,436,27395,163.0654761904762,1.2272727272727273,0.16530987752894633,0,Normal
Mitsubishi,Outlander Sport,2016,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,23,436,25995,154.73214285714286,1.2173913043478262,0.16435382348398964,0,Normal
Mitsubishi,Outlander Sport,2017,regular unleaded,168.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,27,22,436,24195,144.01785714285714,1.2272727272727273,0.16977239990784687,0,Normal
Mitsubishi,Outlander Sport,2017,regular unleaded,148.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,29,23,436,22495,151.99324324324326,1.2608695652173914,0.1743831196313767,0,Normal
Mitsubishi,Outlander Sport,2017,regular unleaded,168.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,27,22,436,25695,152.94642857142858,1.2272727272727273,0.16816424802824803,0,Normal
Mitsubishi,Outlander Sport,2017,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,30,24,436,20995,141.8581081081081,1.25,0.16515812941406666,0,Normal
Mitsubishi,Outlander Sport,2017,regular unleaded,168.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,27,22,436,27695,164.85119047619048,1.2272727272727273,0.1648493783507715,0,Normal
Mitsubishi,Outlander Sport,2017,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,23,436,24195,144.01785714285714,1.2173913043478262,0.16582003416714447,0,Normal
Mitsubishi,Outlander Sport,2017,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,23,436,22695,135.08928571428572,1.2173913043478262,0.1660735662434732,0,Normal
Mitsubishi,Outlander Sport,2017,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Compact,4dr SUV,29,23,436,19795,133.75,1.2608695652173914,0.1714654017190615,0,Normal
Mitsubishi,Outlander,2015,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,29,24,436,26195,157.8012048192771,1.2083333333333333,0.15482785510877817,0,Normal
Mitsubishi,Outlander,2015,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,31,25,436,24195,145.75301204819277,1.24,0.16726362122609084,0,Normal
Mitsubishi,Outlander,2015,premium unleaded (recommended),224.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,20,436,28195,125.87053571428571,1.4,0.18328337601509187,0,Normal
Mitsubishi,Outlander,2015,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,31,25,436,23195,139.7289156626506,1.24,0.1671749798405645,0,Normal
Mitsubishi,Outlander,2016,premium unleaded (recommended),224.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27,20,436,30995,138.37053571428572,1.35,0.186133134743993,0,Normal
Mitsubishi,Outlander,2016,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,31,25,436,24995,150.5722891566265,1.24,0.1671018956179668,0,Normal
Mitsubishi,Outlander,2016,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,29,24,436,26995,162.62048192771084,1.2083333333333333,0.15385076464959663,0,Normal
Mitsubishi,Outlander,2016,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,31,25,436,22995,138.52409638554218,1.24,0.16663270822732118,0,Normal
Mitsubishi,Outlander,2016,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,31,25,436,23995,144.54819277108433,1.24,0.16711039531855781,0,Normal
Mitsubishi,Outlander,2016,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,29,24,436,25995,156.59638554216866,1.2083333333333333,0.15482785510877817,0,Normal
Mitsubishi,Outlander,2016,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,31,25,436,24995,150.5722891566265,1.24,0.1671018956179668,0,Normal
Mitsubishi,Outlander,2017,premium unleaded (recommended),224.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27,20,436,31695,141.49553571428572,1.35,0.18707445992851823,0,Normal
Mitsubishi,Outlander,2017,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,30,25,436,24495,147.56024096385542,1.2,0.15437141002049765,0,Normal
Mitsubishi,Outlander,2017,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,29,24,436,24995,150.5722891566265,1.2083333333333333,0.15711898238950933,0,Normal
Mitsubishi,Outlander,2017,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,29,24,436,27495,165.63253012048193,1.2083333333333333,0.15287481019708038,0,Normal
Mitsubishi,Outlander,2017,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,30,25,436,25495,153.5843373493976,1.2,0.15318861528776068,0,Normal
Mitsubishi,Outlander,2017,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,29,24,436,26495,159.60843373493975,1.2083333333333333,0.15482785510877817,0,Normal
Mitsubishi,Outlander,2017,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,30,25,436,23495,141.53614457831324,1.2,0.155403012926854,0,Normal
Chrysler,Pacifica,2007,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,23,16,1013,24460,122.3,1.4375,0.19421531007088383,0,Normal
Chrysler,Pacifica,2007,regular unleaded,255.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,22,15,1013,33775,132.45098039215685,1.4666666666666666,0.18763867955900976,0,Normal
Chrysler,Pacifica,2007,regular unleaded,255.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,22,15,1013,27600,108.23529411764706,1.4666666666666666,0.18091288876733713,0,Normal
Chrysler,Pacifica,2007,regular unleaded,255.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,22,14,1013,27550,108.03921568627452,1.5714285714285714,0.15890945379824328,0,Normal
Chrysler,Pacifica,2007,regular unleaded,255.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,22,14,1013,35825,140.49019607843138,1.5714285714285714,0.16517558825647088,0,Normal
Chrysler,Pacifica,2007,regular unleaded,255.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,22,14,1013,30250,118.62745098039215,1.5714285714285714,0.16456764352726744,0,Normal
Chrysler,Pacifica,2008,regular unleaded,253.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,22,14,1013,30310,119.80237154150197,1.5714285714285714,0.16524497801336896,0,Normal
Chrysler,Pacifica,2008,regular unleaded,253.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,22,14,1013,27225,107.6086956521739,1.5714285714285714,0.15890945379824328,0,Normal
Chrysler,Pacifica,2008,regular unleaded,253.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,23,15,1013,34150,134.9802371541502,1.5333333333333334,0.17831460893305445,0,Normal
Chrysler,Pacifica,2008,regular unleaded,253.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,22,14,1013,36195,143.06324110671937,1.5714285714285714,0.16445017932033645,0,Normal
Chrysler,Pacifica,2008,regular unleaded,253.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,23,15,1013,28265,111.71936758893281,1.5333333333333334,0.17465686775511025,0,Normal
Chrysler,Pacifica,2008,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,22,15,1013,24635,123.175,1.4666666666666666,0.1857580430964877,0,Normal
Chrysler,Pacifica,2017,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Passenger Minivan,28,18,1013,42495,148.06620209059233,1.5555555555555556,0.17552871284070543,0,Normal
Chrysler,Pacifica,2017,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,28,18,1013,30495,106.25435540069687,1.5555555555555556,0.1689794113846208,0,Normal
Chrysler,Pacifica,2017,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,28,18,1013,28595,99.63414634146342,1.5555555555555556,0.16684757547781276,0,Normal
Chrysler,Pacifica,2017,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,28,18,1013,37895,132.0383275261324,1.5555555555555556,0.17648656009087904,0,Normal
